"정류장_ID","정류장_명칭","정류장_유형","정류장_번호","위도","경도","버스도착정보안내기_설치_여부"
"116000233","구로보건소.금호새솔아파트","일반차로","17629","37.5003559042","126.8905654986","미설치  "
"116000235","구로공구상가","일반차로","17631","37.5047168446","126.8774140543","미설치  "
"116000287","거성푸르뫼아파트","일반차로","17306","37.5006160982","126.8435534104","설치   "
"116000288","거성푸르뫼아파트","일반차로","17305","37.5003224419","126.8433197716","설치   "
"116000292","알뜰슈퍼","일반차로","17754","37.5083880000","126.8799020000","미설치  "
"116000296","푸른수목원후문.저수지앞","일반차로","17365","37.4842895838","126.8224245449","설치   "
"116000297","푸른수목원후문.저수지앞","일반차로","17369","37.4837822633","126.8222927163","설치   "
"116000304","매화빌라","일반차로","17368","37.4767123949","126.8233185065","설치   "
"116000305","매화빌라","일반차로","17366","37.4766543306","126.8231546765","설치   "
"116000346","세븐일레븐","일반차로","17819","37.5092440000","126.8785740000","미설치  "
"116000352","하나마트","일반차로","17825","37.5104370000","126.8795880000","미설치  "
"116000354","진흥슈퍼","일반차로","17827","37.5114480000","126.8804730000","미설치  "
"116000357","신도림자동차학원","일반차로","17830","37.5123270000","126.8815480000","미설치  "
"116000358","우성아파트","일반차로","17831","37.5115844827","126.8856063291","미설치  "
"116000361","신도림역","일반차로","17834","37.5105577543","126.8897750974","미설치  "
"116000381","신도림동아3차아파트","일반차로","17855","37.5102108312","126.8836884687","미설치  "
"116000389","구로보건소","일반차로","17863","37.5003597239","126.8889643647","설치   "
"116000390","구로역(NC백화점)","일반차로","17865","37.4996998999","126.8831338556","미설치  "
"116000391","구로역(NC백화점)","일반차로","17866","37.5004801132","126.8829912618","미설치  "
"116000392","구로구청","일반차로","17867","37.4957878963","126.8903214893","미설치  "
"116000393","구로구청","일반차로","17868","37.4958700328","126.8885412507","미설치  "
"116000394","오류동입구","일반차로","17869","37.5004786420","126.8469520588","미설치  "
"116000402","개봉역입구","일반차로","17877","37.4912252269","126.8558389494","미설치  "
"116000403","개봉역입구","일반차로","17878","37.4910330573","126.8561510204","미설치  "
"116000404","개봉교","일반차로","17879","37.4876466919","126.8561360285","미설치  "
"116000405","개봉교","일반차로","17880","37.4865803318","126.8565858749","미설치  "
"116000406","대림역","일반차로","17881","37.4933532412","126.8944155660","미설치  "
"116000417","구로공구상가","일반차로","17897","37.5033556976","126.8795720894","미설치  "
"116000439","포포인츠바이쉐라톤서울구로","일반차로","17727","37.4833030198","126.8992002295","미설치  "
"116000440","포포인츠바이쉐라톤서울구로","일반차로","17726","37.4835182533","126.8991865400","미설치  "
"116000441","디지털1단지","일반차로","17725","37.4837488039","126.8948983529","미설치  "
"116000444","디지털단지오거리","일반차로","17723","37.4799956176","126.8908071842","미설치  "
"116000445","동부골든아파트","일반차로","17304","37.4987307095","126.8401618889","설치   "
"116000446","동부골든.한신플러스타운","일반차로","17309","37.4986318974","126.8403826200","설치   "
"116000447","오류동삼거리","일반차로","17308","37.4952680000","126.8407760000","설치   "
"116000448","오류동삼거리","일반차로","17307","37.4953703071","126.8408783505","설치   "
"116000449","유한공고.성공회대학교","일반차로","17999","37.4895452697","126.8247409544","설치   "
"116000451","궁동삼거리","일반차로","17997","37.5060968631","126.8279100818","미설치  "
"116000453","궁동삼거리","일반차로","17241","37.5064013211","126.8284511846","미설치  "
"116000458","온수남부","일반차로","17990","37.4919749011","126.8243078000","미설치  "
"116000459","온수남부역","일반차로","17989","37.4918431942","126.8242097211","미설치  "
"116000563","구로역.신구로자이나인스에비뉴","일반차로","17310","37.4998227914","126.8834797536","설치   "
"116000565","천왕역1번출구","일반차로","17600","37.4857661404","126.8391747280","설치   "
"116000568","천왕이펜하우스2단지","일반차로","17700","37.4856524684","126.8379747224","설치   "
"116000572","남부교도소","일반차로","17653","37.4762796029","126.8409403196","설치   "
"116000573","남부교도소","일반차로","17652","37.4764324674","126.8407002960","미설치  "
"116000576","신도림역","일반차로","17775","37.5085478746","126.8877203240","미설치  "
"116000577","신도림4차e편한세상","일반차로","15808","37.5121981404","126.8877443650","미설치  "
"116000579","구로우체국.이펜하우스3단지후문","일반차로","17701","37.4818958135","126.8421452538","설치   "
"116000580","천왕이펜하우스6단지후문","일반차로","17648","37.4782066848","126.8426740981","미설치  "
"116000581","천왕이펜하우스6단지후문","일반차로","17647","37.4779067636","126.8427844029","미설치  "
"116000583","연지마을","일반차로","17410","37.4827630327","126.8422699115","설치   "
"116000584","구로중앙하이츠아파트.화원복지관","일반차로","17260","37.4982866627","126.8798196011","미설치  "
"116000585","신동아미래지움아파트","일반차로","17261","37.5001207745","126.8803764558","미설치  "
"116000586","구로역1번출구","일반차로","17259","37.5020712449","126.8827750112","설치   "
"116000587","보성운수기종점","일반차로","17899","37.4901585853","126.8928277373","미설치  "
"116000589","금강수목원아파트","일반차로","17801","37.4894582587","126.8344572970","설치   "
"116000590","금강수목원아파트","일반차로","17704","37.4892937423","126.8343982965","설치   "
"116000591","동부골든아파트후문","일반차로","17315","37.4995684704","126.8419150635","설치   "
"116000592","동삼빌라","일반차로","17697","37.4872651448","126.8239106044","미설치  "
"116000593","천왕이펜하우스6단지후문","일반차로","17460","37.4772612987","126.8419539928","미설치  "
"116000594","천왕이펜하우스5단지","일반차로","17986","37.4798931085","126.8403094283","설치   "
"116000595","천왕이펜하우스3.4단지","일반차로","17987","37.4812334148","126.8386932440","설치   "
"116000596","초롱타운아파트","일반차로","17262","37.4958292381","126.8800116763","설치   "
"116000597","연지타운2단지","일반차로","17399","37.4838000329","126.8412297964","설치   "
"116000598","연지타운2단지","일반차로","17397","37.4837306939","126.8408329321","설치   "
"116000603","롯데시티호텔구로","일반차로","17751","37.4850904855","126.8979936634","미설치  "
"116000604","롯데시티호텔구로","일반차로","17752","37.4854004746","126.8970039008","미설치  "
"116000605","오남중학교.삼미주택","일반차로","17196","37.4885327485","126.8367978524","설치   "
"116000606","오남중학교","일반차로","17197","37.4881037428","126.8371570428","설치   "
"116000607","성락교회크리스천선교센터","일반차로","17755","37.5094140000","126.8821400000","미설치  "
"116000609","개봉역","일반차로","17243","37.4934472423","126.8570002311","설치   "
"116000611","동부골든아파트후문","일반차로","17314","37.5000800000","126.8423110000","미설치  "
"116000612","개봉고가","일반차로","17246","37.4936560080","126.8555849791","설치   "
"116000613","개봉1동사거리","일반차로","17312","37.5010678452","126.8455328891","설치   "
"116000614","개봉1동사거리","일반차로","17311","37.5012109084","126.8453708568","설치   "
"116000615","스타밸리앞","일반차로","18227","37.4811590318","126.8848613006","미설치  "
"116000616","솔길공원","일반차로","17157","37.4892906662","126.8803654599","미설치  "
"116000617","GS25","일반차로","17158","37.4928832739","126.8802099004","설치   "
"116000618","초롱타운회전교차로","일반차로","17156","37.4957030464","126.8798378767","미설치  "
"116000619","두암빌라","일반차로","17150","37.4950860911","126.8257158995","설치   "
"116000620","경북슈퍼마켓","일반차로","17515","37.4881783244","126.8568381770","미설치  "
"116000621","구로2동성당","일반차로","17222","37.4998375728","126.8825792166","설치   "
"116000622","우리유엔미아파트","일반차로","17221","37.4972150430","126.8826343167","설치   "
"116000624","원각사입구","일반차로","17400","37.5005565850","126.8295257070","미설치  "
"116000627","항동우남퍼스트빌","일반차로","17160","37.4766823207","126.8187528849","설치   "
"116000628","푸른수목원","일반차로","17361","37.4814946582","126.8244378246","설치   "
"116000629","항동복합행정센터","일반차로","17362","37.4796305700","126.8220933898","설치   "
"116000630","푸른수목원","일반차로","17363","37.4811903562","126.8245517616","설치   "
"116000631","항동복합행정센터","일반차로","17364","37.4795204776","126.8222801975","설치   "
"116000632","항동하버라인10단지","일반차로","17712","37.4797625072","126.8256919615","설치   "
"116000633","항동하버라인3단지","일반차로","17359","37.4787466063","126.8229434162","설치   "
"116000634","항동하버라인3단지","일반차로","17360","37.4791611089","126.8230450799","설치   "
"116000635","디지털단지오거리","일반차로","17389","37.4801153252","126.8887534687","설치   "
"116000636","디지털단지오거리.가산파출소","일반차로","18151","37.4798243646","126.8883314379","미설치  "
"116000637","항동하버라인2단지","일반차로","17371","37.4812765042","126.8216570282","설치   "
"116000638","항동중흥S클래스","일반차로","17370","37.4810835927","126.8216009197","설치   "
"116000639","항동하버라인4단지","일반차로","17802","37.4819037911","126.8254007227","미설치  "
"116000640","별장쉐르빌앞","일반차로","17804","37.4870550000","126.8329390000","미설치  "
"116000641","덕일전자공업고등학교","일반차로","17806","37.4898476996","126.8375264019","설치   "
"116000643","항동하버라인4단지.푸른수목원","일반차로","17808","37.4827177694","126.8259556660","미설치  "
"116000644","항동하버라인3단지아파트","일반차로","17809","37.4797321396","126.8252503196","미설치  "
"116000645","구로SKV1지식산업센터","일반차로","17161","37.4776891435","126.8171864748","미설치  "
"116000646","경남아너스빌아파트","일반차로","17456","37.4908457534","126.8394522242","미설치  "
"116000647","영풍마드레빌아파트.소공원사거리","일반차로","17178","37.4911309317","126.8395380549","미설치  "
"116000648","가리봉파출소","일반차로","17249","37.4792463871","126.8917410052","설치   "
"116000649","구로SKV1.제일풍경채포레스트","일반차로","17162","37.4775798985","126.8170927110","미설치  "
"116000650","웰크론","일반차로","17244","37.4829060991","126.8938547373","미설치  "
"116000651","1호선구일역","일반차로","17490","37.4953053758","126.8722280634","설치   "
"116000652","구로2동지하차도입구","일반차로","17198","37.4901970753","126.8812544782","미설치  "
"116000653","한양수자인아파트앞","일반차로","17267","37.4781071520","126.8246294670","미설치  "
"116000654","하늘도서관","일반차로","17163","37.4861170000","126.8808810000","미설치  "
"116900001","구로구민회관","마을버스","17694","37.4962991173","126.8905572831","미설치  "
"116900002","SK허브수.구로우성APT","마을버스","17690","37.4956839983","126.8738018673","미설치  "
"116900003","삼성그린빌라","마을버스","17689","37.4904850642","126.8516794789","미설치  "
"116900004","거성푸르뫼아파트입구","마을버스","17686","37.5013221734","126.8463908198","미설치  "
"116900005","우성꿈동산.산업인아파트","마을버스","17684","37.5035347914","126.8636135714","미설치  "
"116900006","유한공고.성공회대앞","마을버스","17682","37.4884799619","126.8246023937","설치   "
"116900007","영림중학교","마을버스","17678","37.4976740286","126.8915080266","미설치  "
"116900008","하이츠.영화.우방.한국현대","마을버스","17677","37.4968524879","126.8748540294","미설치  "
"116900009","작은굴다리","마을버스","17673","37.5029616981","126.8455401063","미설치  "
"116900010","개봉한진아파트.기점","마을버스","17619","37.4861494490","126.8520747864","미설치  "
"116900011","동진빌라.오정초등학교","마을버스","17615","37.4906689295","126.8253388224","미설치  "
"116900012","구로고.구로도서관","마을버스","17598","37.4985698798","126.8908027614","미설치  "
"116900013","GS25.한신아파트","마을버스","17597","37.4957338159","126.8740426758","미설치  "
"116900014","거성아파트","마을버스","17596","37.4898606654","126.8507701923","미설치  "
"116900015","삼원목욕탕","마을버스","17594","37.5047100465","126.8461848075","미설치  "
"116900016","건강약국","마을버스","17593","37.5026653155","126.8447061907","미설치  "
"116900017","개봉3동주민센터","마을버스","17592","37.4862735028","126.8540082216","미설치  "
"116900018","현대2차APT","마을버스","17591","37.4918808558","126.8605440388","미설치  "
"116900019","구민체육센터후문","마을버스","17590","37.5075268453","126.8539611844","미설치  "
"116900020","온수역","마을버스","17588","37.4920372556","126.8238225007","설치   "
"116900023","오류고등학교.수궁동복지회관","마을버스","17584","37.4986707024","126.8284021432","미설치  "
"116900024","오류중학교","마을버스","17583","37.5064984287","126.8452626754","미설치  "
"116900025","개봉중학교","마을버스","17582","37.5022999322","126.8429598212","미설치  "
"116900026","개봉전화국","마을버스","17581","37.4864433430","126.8560120887","미설치  "
"116900027","현대IPARK정문","마을버스","17580","37.4910441607","126.8609086066","미설치  "
"116900028","진성아파트","마을버스","17579","37.5070726009","126.8550887704","미설치  "
"116900029","럭비구장","마을버스","17577","37.4912788599","126.8269979954","미설치  "
"116900031","현대별장맨션타운4차.덕성교회","마을버스","17573","37.4981049614","126.8266538041","미설치  "
"116900032","건강약국","마을버스","17572","37.5027958960","126.8446459743","미설치  "
"116900033","현대IPARK후문","마을버스","17570","37.4889165850","126.8600859026","미설치  "
"116900034","덕의공원","마을버스","17569","37.5068789765","126.8557620049","미설치  "
"116900035","리가아파트","마을버스","17568","37.5060594811","126.8608037353","미설치  "
"116900036","오류동교회","마을버스","17566","37.4967301913","126.8396347971","미설치  "
"116900038","우신중고후문","마을버스","17563","37.4958721554","126.8255144427","미설치  "
"116900041","철산교앞","마을버스","17560","37.4880930845","126.8594179846","미설치  "
"116900042","고척2동주민센터.고척지구대","마을버스","17559","37.5066044971","126.8585085869","미설치  "
"116900043","센추리아파트","마을버스","17558","37.5049657103","126.8612662210","미설치  "
"116900047","온수역","마을버스","17555","37.4929546615","126.8250914854","미설치  "
"116900049","양우아파트","마을버스","17551","37.5048737044","126.8559186097","미설치  "
"116900050","고척시장","마을버스","17550","37.5031035319","126.8623769754","미설치  "
"116900051","서해그랑블아파트.금강수목원아파트후문","마을버스","17549","37.4883202706","126.8309460994","설치   "
"116900052","월드아파트","마을버스","17547","37.5053880289","126.8768478866","미설치  "
"116900055","온수초교후문","마을버스","17544","37.4943446088","126.8247851552","미설치  "
"116900057","경남아파트앞","마을버스","17541","37.5039155326","126.8564113368","미설치  "
"116900058","청구아파트후문","마을버스","17540","37.5011458480","126.8635070759","미설치  "
"116900059","금강수목원아파트정문.동도아트빌","마을버스","17539","37.4892964460","126.8324990347","미설치  "
"116900060","한일유엔아이APT.현대로얄APT","마을버스","17536","37.4859901255","126.8765437603","미설치  "
"116900062","우신중고후문","마을버스","17533","37.4960073153","126.8255107353","미설치  "
"116900064","대우아파트","마을버스","17530","37.5023562812","126.8561270364","미설치  "
"116900065","고척1동주민센터.한효아파트","마을버스","17529","37.5007747419","126.8620826591","미설치  "
"116900067","대림3차아파트","마을버스","17527","37.5068806092","126.8784997827","미설치  "
"116900068","구로2동지하차도입구","마을버스","17526","37.4901642749","126.8811730911","미설치  "
"116900070","현대별장맨션타운4차.덕성교회","마을버스","17524","37.4981534680","126.8265496413","미설치  "
"116900072","성화단지앞","마을버스","17521","37.5004598987","126.8557461282","미설치  "
"116900073","서울가든아파트","마을버스","17520","37.5010736844","126.8603584192","미설치  "
"116900076","오류고등학교.수궁동복지회관","마을버스","17514","37.4987611751","126.8286518860","미설치  "
"116900077","낙원할인마트","마을버스","17513","37.4999783857","126.8495365977","미설치  "
"116900078","삼환로즈빌아파트","마을버스","17512","37.4988849269","126.8567826449","미설치  "
"116900079","새마을금고사거리","마을버스","17511","37.5016992890","126.8590429861","미설치  "
"116900081","세곡초등학교","마을버스","17509","37.5027164013","126.8493637685","미설치  "
"116900082","구로고대병원정문","마을버스","17507","37.4923508330","126.8834653518","미설치  "
"116900083","이마트","마을버스","17506","37.4915710921","126.8540092198","미설치  "
"116900084","보람아파트","마을버스","17503","37.4862853517","126.8968737126","미설치  "
"116900085","개봉1동주민센터","마을버스","17502","37.5003864446","126.8510152140","미설치  "
"116900086","고척초등학교","마을버스","17501","37.4996410325","126.8580364886","미설치  "
"116900088","대림6차.태영프라자","마을버스","17499","37.5062518631","126.8831869844","미설치  "
"116900090","세븐일레븐편의점","마을버스","17497","37.4916515773","126.8557099187","미설치  "
"116900091","신도림중학교","마을버스","17483","37.5106973286","126.8844435798","미설치  "
"116900092","용두연립","마을버스","17491","37.4987991162","126.8520611459","미설치  "
"116900093","구로디지털단지역","마을버스","17472","37.4844843828","126.9014954263","미설치  "
"116900094","대림역4번출구","마을버스","17474","37.4944080607","126.8941899471","미설치  "
"116900095","동아1차아파트105동","마을버스","17475","37.5100830194","126.8820034060","미설치  "
"116900096","오류동역.시장입구","마을버스","17476","37.4934669594","126.8438114450","미설치  "
"116900097","개봉역","마을버스","17479","37.4950336420","126.8581281453","미설치  "
"116900098","구.사조참치","마을버스","17481","37.4831747617","126.9000463797","미설치  "
"116900099","123전자타운.2001아울렛","마을버스","17486","37.4970967423","126.8623393681","미설치  "
"116900100","개봉3동주민센터","마을버스","17488","37.4861608749","126.8540163564","미설치  "
"116900101","국민은행.구로구민회관.구로아트밸리","마을버스","17489","37.4958206432","126.8896835849","미설치  "
"116900103","남부종합상가","마을버스","17492","37.4916654326","126.8424808884","미설치  "
"116900104","고척공구상가","마을버스","17493","37.4985058366","126.8606650829","미설치  "
"116900105","개봉전화국","마을버스","17494","37.4863577406","126.8560065996","미설치  "
"116900106","개봉한진아파트.기점","마을버스","17477","37.4860467262","126.8520772506","미설치  "
"116900107","개봉역","마을버스","17478","37.4951118049","126.8586855509","미설치  "
"116900110","우리은행앞","마을버스","17485","37.4922658527","126.8434599895","미설치  "
"116900111","천왕이펜하우스6단지","마을버스","17985","37.4793763374","126.8406703019","설치   "
"116900112","천왕이펜하우스4단지","마을버스","17984","37.4810441145","126.8386280240","설치   "
"116900113","천왕역2번출구","마을버스","17982","37.4863641705","126.8383395625","설치   "
"116900116","KEB하나은행","마을버스","17974","37.4849571278","126.8958510449","미설치  "
"116900117","구일초등학교.구일고등학교","마을버스","17970","37.4932644329","126.8748030066","미설치  "
"116900118","구로디지털단지역","마을버스","17967","37.4840575744","126.9018279896","미설치  "
"116900120","구로1동주민센터.연예인APT","마을버스","17963","37.4930726409","126.8759945742","미설치  "
"116900121","구일고교.구일초등학교","마을버스","17962","37.4931929794","126.8747646380","미설치  "
"116900122","구로1동주민센터.연예인APT","마을버스","17960","37.4929561503","126.8761587458","미설치  "
"116900123","구로주공.구일우성APT","마을버스","17959","37.4913781266","126.8759758863","미설치  "
"116900124","고척근린시장","마을버스","17956","37.5009847732","126.8510128941","미설치  "
"116900125","금강수목원아파트정문","마을버스","17955","37.4892057882","126.8329901730","미설치  "
"116900126","1호선구일역","마을버스","17954","37.4952173233","126.8722148101","미설치  "
"116900128","동아1차아파트105동","마을버스","17950","37.5100023717","126.8824062916","미설치  "
"116900129","현대우성아파트","마을버스","17948","37.5117462798","126.8854408047","설치   "
"116900130","신도림역","마을버스","17947","37.5107240000","126.8900410000","설치   "
"116900131","대림6차.태영프라자","마을버스","17946","37.5062202183","126.8830795784","미설치  "
"116900132","대림5차아파트.신도림주민센터","마을버스","17945","37.5073421413","126.8813245848","미설치  "
"116900133","대림1.2차아파트","마을버스","17943","37.5063468892","126.8782393614","미설치  "
"116900134","미성아파트","마을버스","17942","37.5058198494","126.8774688058","미설치  "
"116900136","구로고.구로도서관","마을버스","17938","37.4986205714","126.8908715330","미설치  "
"116900137","영림중학교","마을버스","17937","37.4976174721","126.8916635467","미설치  "
"116900138","강서수도사업소.민원센터","마을버스","17936","37.4960920442","126.8908356291","미설치  "
"116900139","구로구청","마을버스","17935","37.4947318776","126.8894341189","미설치  "
"116900140","동구로새마을금고","마을버스","17933","37.4914076166","126.8922617076","미설치  "
"116900141","구로시장.남구로시장","마을버스","17931","37.4891691976","126.8911940068","미설치  "
"116900143","구로3동주민센터.삼성래미안아파트","마을버스","17929","37.4873871314","126.8905621992","미설치  "
"116900145","구로3파출소","마을버스","17927","37.4861834877","126.8917920104","미설치  "
"116900147","에이스테크노타워","마을버스","17925","37.4852697727","126.8937835226","설치   "
"116900149","삼환로즈빌아파트","마을버스","17922","37.4987023023","126.8566416342","미설치  "
"116900151","구로디지털단지입구","마을버스","17920","37.4829265654","126.9006494039","미설치  "
"116900153","성화단지앞","마을버스","17918","37.5005796345","126.8556554160","미설치  "
"116900154","123전자타운.2001아울렛","마을버스","17917","37.4972925630","126.8618085820","미설치  "
"116900157","대우아파트","마을버스","17913","37.5023525197","126.8559981040","미설치  "
"116900158","공구상가","마을버스","17912","37.4986250040","126.8601179120","미설치  "
"116900159","구로3동현대아파트","마을버스","17911","37.4869892353","126.8978497443","미설치  "
"116900160","구로고대병원후문","마을버스","17910","37.4934775322","126.8856372215","미설치  "
"116900161","신도림역2번출구","마을버스","17909","37.5076372392","126.8918838080","미설치  "
"116900162","남부주유소","마을버스","17908","37.4823440417","126.8472688866","미설치  "
"116900163","경남아파트","마을버스","17907","37.5038737235","126.8563546630","미설치  "
"116900164","고척초등학교","마을버스","17906","37.4994670000","126.8581500000","미설치  "
"116900165","대우자동차정비소","마을버스","17904","37.4915421241","126.8821344238","미설치  "
"116900166","영화APT","마을버스","17902","37.4824144309","126.8485710025","미설치  "
"116900167","양우아파트","마을버스","17901","37.5048176486","126.8557648896","미설치  "
"116900168","새마을금고사거리","마을버스","17900","37.5015032543","126.8586282642","미설치  "
"116900169","에이스테크노타워","마을버스","17889","37.4850217810","126.8941494791","미설치  "
"116900170","구로시장.남구로시장입구","마을버스","17888","37.4901745492","126.8815338211","미설치  "
"116900171","대상APT","마을버스","17887","37.4820568521","126.8499684334","미설치  "
"116900172","고척사거리.고척파크푸르지오","마을버스","17886","37.5068245800","126.8596543326","미설치  "
"116900173","서울가든아파트","마을버스","17864","37.5011612274","126.8604736214","설치   "
"116900174","동삼빌라","마을버스","17846","37.4871985611","126.8239763483","미설치  "
"116900175","구로3파출소","마을버스","17838","37.4861491173","126.8916518401","미설치  "
"116900178","개명초교","마을버스","17807","37.4822808570","126.8526749250","미설치  "
"116900179","고척2동주민센터.고척지구대","마을버스","17803","37.5064024799","126.8585760434","미설치  "
"116900180","고척1동주민센터.한효아파트","마을버스","17792","37.5008337327","126.8624422171","미설치  "
"116900182","구로3동주민센터.삼성래미안아파트","마을버스","17773","37.4874106408","126.8905108892","미설치  "
"116900183","구일우성아파트","마을버스","17772","37.4899012173","126.8758107584","미설치  "
"116900185","개봉1동주민센터","마을버스","17750","37.5003180166","126.8510594597","미설치  "
"116900186","한진APT후문","마을버스","17749","37.4838124632","126.8539078490","미설치  "
"116900187","덕의공원","마을버스","17748","37.5065732115","126.8559436211","미설치  "
"116900188","청구아파트.동아한신아파트","마을버스","17747","37.5005080840","126.8644775225","미설치  "
"116900189","푸른수목원후문","마을버스","17746","37.4842022996","126.8225267529","미설치  "
"116900191","구로시장.남구로시장","마을버스","17744","37.4892915192","126.8909461726","미설치  "
"116900192","구로주공APT","마을버스","17743","37.4915573877","126.8759201764","미설치  "
"116900194","개봉사거리","마을버스","17741","37.4971205133","126.8558271962","미설치  "
"116900195","낙원할인마트","마을버스","17740","37.4998367818","126.8496002799","미설치  "
"116900196","대원카센터","마을버스","17739","37.4851235277","126.8546041240","미설치  "
"116900197","진성아파트","마을버스","17738","37.5069198246","126.8549532265","미설치  "
"116900198","동양미래대학교.구로성심병원","마을버스","17737","37.5002940650","126.8664492745","미설치  "
"116900200","크로바마트","마을버스","17733","37.4935475792","126.8514133118","미설치  "
"116900201","알뜰슈퍼","마을버스","17731","37.4995526493","126.8486711620","미설치  "
"116900202","개봉교입구","마을버스","17730","37.4859598389","126.8561471790","미설치  "
"116900203","구민체육관후문","마을버스","17729","37.5074094044","126.8537204834","미설치  "
"116900204","유풍약국","마을버스","17728","37.5012731714","126.8653108421","미설치  "
"116900206","선경아트빌라","마을버스","17716","37.4920015162","126.8515320329","미설치  "
"116900207","한일한의원","마을버스","17711","37.5019399059","126.8644523136","미설치  "
"116900208","그린빌라정문","마을버스","17367","37.4860432475","126.8234321788","미설치  "
"116900209","오류동교회","마을버스","17709","37.4969772246","126.8397315321","미설치  "
"116900210","구로구청","마을버스","17708","37.4946872845","126.8891800402","미설치  "
"116900211","현대상선.구일중학교","마을버스","17707","37.4953252995","126.8745918696","미설치  "
"116900212","덕성빌라","마을버스","17706","37.4911148827","126.8516375218","미설치  "
"116900213","대림5차아파트702동","마을버스","17517","37.5076585727","126.8796862080","미설치  "
"116900214","대림5차아파트702동","마을버스","17944","37.5074731027","126.8798403389","미설치  "
"116900215","대림5차아파트.신도림주민센터","마을버스","17508","37.5074485074","126.8813606125","미설치  "
"116900216","신도림미성아파트","마을버스","17537","37.5060035465","126.8764810511","미설치  "
"116900218","동아1차아파트102동","마을버스","17949","37.5108180000","126.8841310000","설치   "
"116900219","구로시장.남구로시장입구","마을버스","17958","37.4907661875","126.8838670127","미설치  "
"116900220","항아리","마을버스","17575","37.4986758590","126.8864311689","미설치  "
"116900221","항아리","마을버스","17940","37.4988532421","126.8862917876","미설치  "
"116900222","구로중학교","마을버스","17717","37.4932861016","126.8901809694","설치   "
"116900223","동구로새마을금고","마을버스","17734","37.4911085369","126.8921564037","설치   "
"116900226","경남1차.중앙하이츠아파트","마을버스","17589","37.5053633498","126.8630129852","미설치  "
"116900227","마젤란아파트.예인학원앞","마을버스","17617","37.5044086255","126.8632963300","미설치  "
"116900228","세양청마루아파트","마을버스","17578","37.5067232768","126.8623952149","미설치  "
"116900230","개봉1치안센터","마을버스","17532","37.5033774485","126.8469792868","미설치  "
"116900231","삼원목욕탕","마을버스","17543","37.5047237058","126.8462944948","미설치  "
"116900232","오류중학교","마을버스","17554","37.5064968072","126.8454006743","미설치  "
"116900233","개봉1치안센터","마을버스","17675","37.5032887727","126.8466955709","미설치  "
"116900234","큰굴다리","마을버스","17713","37.4993066553","126.8472760003","미설치  "
"116900235","경북슈퍼마켓","마을버스","17552","37.4881090525","126.8569162913","미설치  "
"116900238","개봉사거리","마을버스","17484","37.4974414153","126.8559170573","미설치  "
"116900239","개봉역","마을버스","17971","37.4952658606","126.8586581180","미설치  "
"116900240","개봉역","마을버스","17972","37.4950163829","126.8587648964","미설치  "
"116900242","천왕역3번출구","일반차로","17473","37.4871929928","126.8386190723","설치   "
"116900245","구388버스정류장","마을버스","17471","37.5003117758","126.8468826207","미설치  "
"116900246","그린빌라정문","마을버스","17468","37.4858461022","126.8234378684","미설치  "
"116900247","고척고교.한일유앤아이.삼익아파트","마을버스","17470","37.5080362968","126.8526426081","미설치  "
"116900248","경서농협앞","마을버스","17469","37.5026744371","126.8639481068","미설치  "
"116900249","천왕이펜하우스5단지입구","마을버스","17961","37.4794432441","126.8421807801","미설치  "
"116900250","천왕이펜하우스3단지입구","마을버스","17975","37.4827070928","126.8384190990","설치   "
"116900251","천왕역","마을버스","17903","37.4862992199","126.8386352471","미설치  "
"116900252","천왕이펜하우스3단지입구","마을버스","17848","37.4824180000","126.8382090000","설치   "
"116900255","1호선구일역","마을버스","17464","37.4954759601","126.8722335954","미설치  "
"116900256","SK허브수.한신아파트","마을버스","17465","37.4954827267","126.8733862133","미설치  "
"116900257","고척고교.한일유앤아이.삼익아파트","마을버스","17404","37.5082359497","126.8524610449","미설치  "
"116900258","삼덕마을입구","마을버스","17405","37.5074796322","126.8500803806","미설치  "
"116900259","삼덕마을입구","마을버스","17406","37.5073408903","126.8501021495","미설치  "
"116900260","그랜드아파트.홍진연립","마을버스","17407","37.5080832696","126.8479514122","미설치  "
"116900261","그랜드아파트.홍진연립","마을버스","17408","37.5079066695","126.8479004502","미설치  "
"116900262","오류중학교","마을버스","17409","37.5079749478","126.8469113077","미설치  "
"116900263","미래여성병원","마을버스","17461","37.4912852444","126.8402025104","미설치  "
"116900264","오류남초등학교후문","마을버스","17458","37.4893156441","126.8371911609","설치   "
"116900265","서울남부교정시설입구","마을버스","17459","37.4767954359","126.8416444106","미설치  "
"116900266","동부그린아파트","마을버스","17462","37.4900476268","126.8322991004","미설치  "
"116900267","오류동푸르지오아파트.송기산내과의원","마을버스","17463","37.4912984558","126.8415590556","미설치  "
"116900268","서울남부교정시설","마을버스","17457","37.4768808120","126.8397337562","미설치  "
"116900269","구로구청후문","마을버스","17932","37.4960354761","126.8880500392","설치   "
"116900271","신도림역","마을버스","17412","37.5104530000","126.8900420000","미설치  "
"116900272","문성골","마을버스","17923","37.4814923556","126.8999954764","미설치  "
"116900273","KEB하나은행","마을버스","17695","37.4844929907","126.8957736653","미설치  "
"116900274","연지타운2단지","마을버스","17650","37.4819347512","126.8448667042","설치   "
"116900275","연지타운2단지","마을버스","17651","37.4821055370","126.8452304506","설치   "
"116900276","천왕역4번출구","일반차로","17202","37.4859413996","126.8393714866","설치   "
"116900277","오류동역2번출구","마을버스","17601","37.4936291139","126.8437913183","미설치  "
